-1
152,77777;0;True
152,77777;0;True
152,77777;0;True
152,83334;0;True
152,88889;0;True
152,83334;0;True
152,77777;0;True
152,72223;0;True
152,72223;0;True
152,77777;0;True
152,72223;0;True
152,77777;0;True
152,72223;0;True
152,83334;0;True
152,72223;0;True
152,72223;0;True
152,77777;0;True
152,94446;0;True
152,77777;0;True
152,77777;0;True
152,72223;0;True
152,66666;0;True
152,83334;0;True
152,88889;0;True
152,77777;0;True
152,66666;0;True
152,72223;0;True
152,72223;0;True
152,66666;0;True
152,61111;0;True
152,72223;0;True
152,72223;0;True
152,72223;0;True
152,66666;0;True
152,72223;0;True
152,72223;0;True
152,66666;0;True
152,66666;0;True
152,72223;0;True
152,88889;0;True
152,72223;0;True
152,61111;0;True
152,66666;0;True
152,66666;0;True
152,61111;0;True
152,83334;0;True
152,66666;0;True
152,66666;0;True
152,55557;0;True
152,72223;0;True
152,66666;0;True
152,61111;0;True
152,66666;0;True
152,83334;0;True
152,72223;0;True
152,72223;0;True
152,61111;0;True
152,61111;0;True
152,55557;0;True
152,72223;0;True
152,66666;0;True
152,61111;0;True
152,61111;0;True
152,83334;0;True
152,61111;0;True
152,61111;0;True
152,77777;0;True
152,55557;0;True
152,61111;0;True
152,55557;0;True
152,61111;0;True
152,61111;0;True
152,61111;0;True
152,55557;0;True
152,66666;0;True
152,66666;0;True
152,66666;0;True
152,61111;0;True
152,5;0;True
152,55557;0;True
152,55557;0;True
152,55557;0;True
152,44446;0;True
152,61111;0;True
152,61111;0;True
152,55557;0;True
152,5;0;True
152,55557;0;True
152,33334;0;True
152,61111;0;True
152,5;0;True
152,55557;0;True
152,55557;0;True
152,33334;0;True
152,44446;0;True
152,55557;0;True
152,55557;0;True
152,61111;0;True
152,55557;0;True
152,5;0;True
152,27777;0;True
152,55557;0;True
152,5;0;True
152,5;0;True
152,44446;0;True
152,44446;0;True
152,5;0;True
152,5;0;True
152,38889;0;True
152,38889;0;True
152,5;0;True
152,5;0;True
152,55557;0;True
152,55557;0;True
152,22223;0;True
152,38889;0;True
152,5;0;True
152,5;0;True
152,55557;0;True
152,5;0;True
152,5;0;True
152,38889;0;True
152,5;0;True
152,38889;0;True
152,27777;0;True
152,44446;0;True
152,61111;0;True
152,61111;0;True
152,5;0;True
152,72223;0;True
152,66666;0;True
152,72223;0;True
152,66666;0;True
152,88889;0;True
152,72223;0;True
152,72223;0;True
152,55557;0;True
152,83334;0;True
152,77777;0;True
152,88889;0;True
152,77777;0;True
152,77777;0;True
152,94446;0;True
152,94446;0;True
153;0;True
153;0;True
152,94446;0;True
153,22223;0;True
153,05554;0;True
153,33334;0;True
153,11111;0;True
153,11111;0;True
153,11111;0;True
153,11111;0;True
153,11111;0;True
153,22223;0;True
153,11111;0;True
153,16666;0;True
153,11111;0;True
153,11111;0;True
153,22223;0;True
153,16666;0;True
153,05554;0;True
153,05554;0;True
153,05554;0;True
153,11111;0;True
153,27777;0;True
153,16666;0;True
153,16666;0;True
153,22223;0;True
153,11111;0;True
153,05554;0;True
153,16666;0;True
153,05554;0;True
153,05554;0;True
153,05554;0;True
153,05554;0;True
153,05554;0;True
153;0;True
153;0;True
152,88889;0;True
152,94446;0;True
152,83334;0;True
152,94446;0;True
152,94446;0;True
153;0;True
152,94446;0;True
152,94446;0;True
152,94446;0;True
152,88889;0;True
152,94446;0;True
152,88889;0;True
152,94446;0;True
152,88889;0;True
152,77777;0;True
152,61111;0;True
152,72223;0;True
152,88889;0;True
152,88889;0;True
152,72223;0;True
152,72223;0;True
152,77777;0;True
152,72223;0;True
152,94446;0;True
152,83334;0;True
152,83334;0;True
152,83334;0;True
152,83334;0;True
152,83334;0;True
152,83334;0;True
152,77777;0;True
152,72223;0;True
152,77777;0;True
152,83334;0;True
152,88889;0;True
152,77777;0;True
152,72223;0;True
152,66666;0;True
152,77777;0;True
152,72223;0;True
152,83334;0;True
152,72223;0;True
152,83334;0;True
152,88889;0;True
152,83334;0;True
152,88889;0;True
152,83334;0;True
152,83334;0;True
152,72223;0;True
152,88889;0;True
152,77777;0;True
152,66666;0;True
152,77777;0;True
152,83334;0;True
152,72223;0;True
152,77777;0;True
152,66666;0;True
152,77777;0;True
152,88889;0;True
152,61111;0;True
152,72223;0;True
152,55557;0;True
152,61111;0;True
152,55557;0;True
152,5;0;True
152,55557;0;True
152,38889;0;True
152,44446;0;True
152,38889;0;True
152,5;0;True
152,44446;0;True
152,44446;0;True
152,33334;0;True
152,44446;0;True
152,38889;0;True
152,44446;0;True
152,5;0;True
152,44446;0;True
152,38889;0;True
152,44446;0;True
152,44446;0;True
152,44446;0;True
152,38889;0;True
152,33334;0;True
152,5;0;True
152,5;0;True
152,44446;0;True
152,44446;0;True
152,38889;0;True
152,55557;0;True
152,55557;0;True
152,5;0;True
152,61111;0;True
152,44446;0;True
152,55557;0;True
152,44446;0;True
152,5;0;True
152,44446;0;True
152,44446;0;True
152,44446;0;True
152,44446;0;True
152,44446;0;True
152,38889;0;True
152,44446;0;True
152,5;0;True
152,5;0;True
152,33334;0;True
152,27777;0;True
152,44446;0;True
152,44446;0;True
152,38889;0;True
152,38889;0;True
152,38889;0;True
152,38889;0;True
152,33334;0;True
152,38889;0;True
152,38889;0;True
152,33334;0;True
152,22223;0;True
152,11111;0;True
152,22223;0;True
152,33334;0;True
152,33334;0;True
152,27777;0;True
152,44446;0;True
152,38889;0;True
152,38889;0;True
152,33334;0;True
152,27777;0;True
152,33334;0;True
152,27777;0;True
152,33334;0;True
152,44446;0;True
152,27777;0;True
152,22223;0;True
152,22223;0;True
152,27777;0;True
152,22223;0;True
152,16666;0;True
152,11111;0;True
152,22223;0;True
152,27777;0;True
152,22223;0;True
152,05557;0;True
152,27777;0;True
